country,year,suicides,male,female,population,rate
Uruguay,2010,547,421,126,3127306,17.491092972673606
Uruguay,2012,599,476,123,3151939,19.004174890440456
Uruguay,2013,546,423,123,3164670,17.252983723421398
Uruguay,2014,591,460,131,3177645,18.598679210547434
Uruguay,2015,630,499,131,3190795,19.74429570060126
Uzbekistan,1990,1459,1008,451,17165700,8.499507739270756
Uzbekistan,1991,1393,1039,354,17347800,8.029836636345818
Uzbekistan,1992,1344,996,348,18257000,7.3615599496083695
Uzbekistan,1993,1355,1005,350,18509300,7.320644216691068
Uzbekistan,1994,1419,1077,342,19144700,7.411973026477302
Uzbekistan,1995,1485,1154,331,19599000,7.576917189652534
Uzbekistan,1996,1699,1332,367,19854500,8.557254023017451
Uzbekistan,1997,1554,1206,348,20364300,7.631001311117986
Uzbekistan,1998,1620,1252,368,20861200,7.765612716430502
Uzbekistan,1999,1795,1375,420,21329916,8.41541054357645
Uzbekistan,2000,1919,1455,464,21789067,8.807169210136442
Uzbekistan,2001,1914,1462,452,22231527,8.609395117123533
Uzbekistan,2002,1576,1177,399,22632256,6.963512607846076
Uzbekistan,2003,1416,1037,379,22982883,6.161106942066407
Uzbekistan,2004,1251,943,308,23300841,5.368904924933825
Uzbekistan,2005,1221,921,300,23600347,5.17365274332619
Uzbekistan,2009,1399,1023,376,25288102,5.532245955034506
Uzbekistan,2010,1464,1011,453,25651783,5.707205616077448
Uzbekistan,2011,1640,1123,517,25978049,6.3130221980873165
Uzbekistan,2012,1835,1220,615,26381830,6.95554478214741
Uzbekistan,2013,1950,1322,628,26838924,7.265566980255989
Uzbekistan,2014,2095,1405,690,27313507,7.670197752342824
